shipment_mode,total_cost
Ocean,17373.68
Ocean,30450.2222
Ocean,20536.26
Ocean,44228
Ocean,131748.75
Ocean,89302.5
Ocean,66294
Ocean,101918.7873
Ocean,101615.7582
Ocean,25488.15
Ocean,2866.5
Ocean,182385.3761
Ocean,112554.4
Ocean,113019
Ocean,56252.02
Ocean,75884.77
Ocean,75883.0032
Ocean,20533.5537
Ocean,16342.425
Ocean,101570.3876
Ocean,8345.56
Ocean,80945.28
Ocean,7329.8
Ocean,11180.65
Ocean,86297.25
Ocean,86297.25
Ocean,108979
Ocean,12192.7
Ocean,11098.25
Ocean,15401.1
Ocean,24928.596
Ocean,35433.84
Ocean,42641.698
Ocean,22438.5
Ocean,12679.1
Ocean,20430.543
Ocean,11046.75
Ocean,175306.5
Ocean,20618.45
Ocean,4581.65
Ocean,35520.9
Ocean,15915
Ocean,60719.08
Ocean,37390.5
Ocean,10990.1
Ocean,40851.08
Ocean,21879
Ocean,47979.33
Ocean,101109.1305
Ocean,10779.225
Ocean,477744
Ocean,11077.65
Ocean,98252.7
Ocean,98302
Ocean,32802
Ocean,91120
Ocean,108928.5
Ocean,17935.8
Ocean,20431.334
Ocean,20430.375
Ocean,10466.3
Ocean,98943.5925
Ocean,101071.341
Ocean,35565.95
Ocean,35615.6
Ocean,17877.35
Ocean,19269
Ocean,3318.55
Ocean,35602.36
Ocean,16256.25
Ocean,9350
Ocean,15283.84
Ocean,10321.73
Ocean,214827
Ocean,15885
Ocean,42160
Ocean,21624
Ocean,13356
Ocean,13552.17
Ocean,101497.4
Ocean,53265
Ocean,5315
Ocean,160059.75
Ocean,17333.25
Ocean,101228.5
Ocean,202118.622
Ocean,106111.8
Ocean,10887.1
Ocean,50634.528
Ocean,47053
Ocean,5320.59
Ocean,3468.3
Ocean,26814.78
Ocean,161554.876
Ocean,30736.64
Ocean,30591.6
Ocean,20670
Ocean,101114.3
Ocean,126542.8149
Ocean,50783.2
Ocean,10382.8
Ocean,16756.4
Ocean,50787
Ocean,15728.4
Ocean,56745.6
Ocean,55620
Ocean,27432.24
Ocean,10197
Ocean,202432.9825
Ocean,202688.01
Ocean,101027.91
Ocean,10542.05
Ocean,21532.55
Ocean,31224.15
Ocean,15442.5
Ocean,83183.6
Ocean,83183.6
Ocean,30885
Ocean,151540.142
Ocean,101141.2736
Ocean,20618.58
Ocean,28066.5
Ocean,20867.14
Ocean,51646.68
Ocean,66398.4
Ocean,6978.05
Ocean,35478.4598
Ocean,10312.8795
Ocean,101040.4395
Ocean,11434.5
Ocean,60914.7
Ocean,30589.2
Ocean,101148.2
Ocean,101171
Ocean,26130.06
Ocean,78181
Ocean,78181
Ocean,78181
Ocean,21164
Ocean,404210.52
Ocean,15714
Ocean,35523.445
Ocean,35699.29
Ocean,46125.2
Ocean,25962.5
Ocean,48042.4
Ocean,15361.5
Ocean,30426.4
Ocean,10411.8
Ocean,5697.5
Ocean,5697.5
Ocean,21432.6
Ocean,16822.35
Ocean,10335.3
Ocean,111636.3403
Ocean,11384.69609
Ocean,5858.14459
Ocean,16590
Ocean,33180
Ocean,31370.55
Ocean,303626.5056
Ocean,303325.506
Ocean,16274.2835
Ocean,11429.6
Ocean,27010.8
Ocean,10332.738
Ocean,6380
Ocean,11149.47
Ocean,30456.15
Ocean,108410.7
Ocean,35513.85
Ocean,15345.6
Ocean,28535
Ocean,30525.4
Ocean,5399.8
Ocean,26496
Ocean,33561.6
Ocean,16642.5
Ocean,33285
Ocean,31509.8
Ocean,11982.6
Ocean,10333.208
Ocean,27472.425
Ocean,16747.5
Ocean,101771.4084
Ocean,22480
Ocean,203094
Ocean,10373
Ocean,10485.75
Ocean,34276
Ocean,507825
Ocean,121401
Ocean,27542.72
Ocean,27486.6
Ocean,5941.3
Ocean,5941.3
Ocean,66056.8678
Ocean,15387
Ocean,50696.32523
Ocean,40817.95
Ocean,56661.88
Ocean,30697.92
Ocean,56455
Ocean,20777.28
Ocean,10980.9
Ocean,10366.28453
Ocean,202293.65
Ocean,1679.25
Ocean,202252.57
Ocean,101765.3
Ocean,36486.66
Ocean,15526
Ocean,60672.09154
Ocean,121975.2
Ocean,25528.3776
Ocean,202677.3
Ocean,35552
Ocean,25597.343
Ocean,50757.2
Ocean,51484.741
Ocean,27048
Ocean,92075.9
Ocean,41262.4
Ocean,17068.68
Ocean,30551
Ocean,20590.2
Ocean,101126.4
Ocean,68904.16
Ocean,30591.88
Ocean,30508.65
Ocean,164550
Ocean,32565
Ocean,38752.35
Ocean,33006.97328
Ocean,82356.7
Ocean,20643.5
Ocean,55861.52
Ocean,45010.08
Ocean,44981.1
Ocean,18228
Ocean,33090
Ocean,31526.95
Ocean,26314.4
Ocean,10320
Ocean,10348
Ocean,15422.5
Ocean,30692.35
Ocean,37641.15
Ocean,31737.6
Ocean,31737.6
Ocean,31877.44
Ocean,24854.7
Ocean,42220
Ocean,42168.1
Ocean,15392.5632
